,item,sentence,condition,e1,e2,context,target,semantic_association,implementation,model
194,49,The embarassed mayor had been denying allegations of corruption.,Active Control,1,0,The embarassed mayor had been,denying,0.7575654,Mamba,state-spaces/mamba-130m-hf
195,49,Tamara's birthday gift had been denying the rumor.,No-Attraction Violation,0,1,Tamara's birthday gift had been,denying,0.81026995,Mamba,state-spaces/mamba-130m-hf
196,50,The noises in the attic had been hearing nightly.,Attraction Violation,1,1,The noises in the attic had been,hearing,0.7068043,Mamba,state-spaces/mamba-130m-hf
197,50,The noises in the attic had been heard by the boys.,Passive Control,1,1,The noises in the attic had been,heard,0.7447761,Mamba,state-spaces/mamba-130m-hf
198,50,The frightened campers had been hearing noises in the woods.,Active Control,1,0,The frightened campers had been,hearing,0.69634694,Mamba,state-spaces/mamba-130m-hf
199,50,A package had been hearing nightly.,No-Attraction Violation,0,1,A package had been,hearing,0.79213595,Mamba,state-spaces/mamba-130m-hf
200,51,The appetizers had been serving before the meal.,Attraction Violation,1,1,The appetizers had been,serving,0.72951496,Mamba,state-spaces/mamba-130m-hf
201,51,The appetizers had been served before the meal.,Passive Control,1,1,The appetizers had been,served,0.72125727,Mamba,state-spaces/mamba-130m-hf
202,51,The waiters had been serving the meal.,Active Control,1,0,The waiters had been,serving,0.7406108,Mamba,state-spaces/mamba-130m-hf
203,51,The final exams had been serving before the meal.,No-Attraction Violation,0,1,The final exams had been,serving,0.7697825,Mamba,state-spaces/mamba-130m-hf
204,52,Billy's unruly hair was combing his mother to one side.,Attraction Violation,1,1,Billy's unruly hair was,combing,0.66521025,Mamba,state-spaces/mamba-130m-hf
205,52,Billy's unruly hair was combed by his mother to one side.,Passive Control,1,1,Billy's unruly hair was,combed,0.6641253,Mamba,state-spaces/mamba-130m-hf
206,52,The patient barber was combing the boy's hair to one side.,Active Control,1,0,The patient barber was,combing,0.86702156,Mamba,state-spaces/mamba-130m-hf
207,52,The girl's disease was combing the area for escaped prisoners.,No-Attraction Violation,0,1,The girl's disease was,combing,0.8528569,Mamba,state-spaces/mamba-130m-hf
208,53,A drawing of the house had been sketching again.,Attraction Violation,1,1,A drawing of the house had been,sketching,0.8336739,Mamba,state-spaces/mamba-130m-hf
209,53,A drawing of the house had been sketched again.,Passive Control,1,1,A drawing of the house had been,sketched,0.81920534,Mamba,state-spaces/mamba-130m-hf
210,53,An artist in the studio had been sketching the house.,Active Control,1,0,An artist in the studio had been,sketching,0.7978869,Mamba,state-spaces/mamba-130m-hf
211,53,The cheap products had been sketching again.,No-Attraction Violation,0,1,The cheap products had been,sketching,0.779428,Mamba,state-spaces/mamba-130m-hf
212,54,The simple coffin was burying the villagers.,Attraction Violation,1,1,The simple coffin was,burying,0.7844827,Mamba,state-spaces/mamba-130m-hf
213,54,The simple coffin was buried at the church.,Passive Control,1,1,The simple coffin was,buried,0.79499143,Mamba,state-spaces/mamba-130m-hf
214,54,The tribal people were burying their dead.,Active Control,1,0,The tribal people were,burying,0.7511563,Mamba,state-spaces/mamba-130m-hf
215,54,The vocabulary list was burying at the church.,No-Attraction Violation,0,1,The vocabulary list was,burying,0.7841677,Mamba,state-spaces/mamba-130m-hf
216,55,The homicide case had been investigating diligently.,Attraction Violation,1,1,The homicide case had been,investigating,0.7829165,Mamba,state-spaces/mamba-130m-hf
217,55,The homicide case had been investigated by the FBI.,Passive Control,1,1,The homicide case had been,investigated,0.78401595,Mamba,state-spaces/mamba-130m-hf
218,55,The FBI agents had been investigating the homicide case for weeks.,Active Control,1,0,The FBI agents had been,investigating,0.8121752,Mamba,state-spaces/mamba-130m-hf
219,55,Martin's tonsils had been investigating the problem.,No-Attraction Violation,0,1,Martin's tonsils had been,investigating,0.7268493,Mamba,state-spaces/mamba-130m-hf
220,56,Mark's wrinkly shirts were ironing by his mother.,Attraction Violation,1,1,Mark's wrinkly shirts were,ironing,0.7293946,Mamba,state-spaces/mamba-130m-hf
221,56,Mark's wrinkly shirts were ironed by his mother.,Passive Control,1,1,Mark's wrinkly shirts were,ironed,0.73768795,Mamba,state-spaces/mamba-130m-hf
222,56,Mark's doting mother was ironing his shirts while he slept.,Active Control,1,0,Mark's doting mother was,ironing,0.79165465,Mamba,state-spaces/mamba-130m-hf
223,56,The firewood had been ironing her dress.,No-Attraction Violation,0,1,The firewood had been,ironing,0.7005917,Mamba,state-spaces/mamba-130m-hf
224,57,An important lesson had been learning in space.,Attraction Violation,1,1,An important lesson had been,learning,0.6783361,Mamba,state-spaces/mamba-130m-hf
225,57,An important lesson had been learned in space.,Passive Control,1,1,An important lesson had been,learned,0.7056664,Mamba,state-spaces/mamba-130m-hf
226,57,The children had been learning Spanish.,Active Control,1,0,The children had been,learning,0.7108815,Mamba,state-spaces/mamba-130m-hf
227,57,The bathroom floor had been learning in space.,No-Attraction Violation,0,1,The bathroom floor had been,learning,0.6526437,Mamba,state-spaces/mamba-130m-hf
228,58,The height of the bookcase was measuring by a carpenter.,Attraction Violation,1,1,The height of the bookcase was,measuring,0.8020413,Mamba,state-spaces/mamba-130m-hf
229,58,The height of the bookcase was measured incorrectly.,Passive Control,1,1,The height of the bookcase was,measured,0.8720892,Mamba,state-spaces/mamba-130m-hf
230,58,The carpenter was measuring the height of the bookcase.,Active Control,1,0,The carpenter was,measuring,0.77710766,Mamba,state-spaces/mamba-130m-hf
231,58,An urgent message had been measuring her heart rate.,No-Attraction Violation,0,1,An urgent message had been,measuring,0.65107495,Mamba,state-spaces/mamba-130m-hf
232,59,Several important topics were discussing despite the weather.,Attraction Violation,1,1,Several important topics were,discussing,0.77085716,Mamba,state-spaces/mamba-130m-hf
233,59,Several important topics were discussed by the board of trustees.,Passive Control,1,1,Several important topics were,discussed,0.7798633,Mamba,state-spaces/mamba-130m-hf
234,59,The board members were discussing several important topics.,Active Control,1,0,The board members were,discussing,0.8699704,Mamba,state-spaces/mamba-130m-hf
235,59,"The fresh, warm bread was discussing despite the weather.",No-Attraction Violation,0,1,"The fresh, warm bread was",discussing,0.6868402,Mamba,state-spaces/mamba-130m-hf
236,60,The dusty tabletops were wiping thoroughly.,Attraction Violation,1,1,The dusty tabletops were,wiping,0.7372431,Mamba,state-spaces/mamba-130m-hf
237,60,The dusty tabletops were wiped thoroughly.,Passive Control,1,1,The dusty tabletops were,wiped,0.7613823,Mamba,state-spaces/mamba-130m-hf
238,60,The tired busboy was wiping for hours.,Active Control,1,0,The tired busboy was,wiping,0.72799695,Mamba,state-spaces/mamba-130m-hf
239,60,The hearty meal was wiping thoroughly.,No-Attraction Violation,0,1,The hearty meal was,wiping,0.7603094,Mamba,state-spaces/mamba-130m-hf
240,61,A tiny spy camera was concealing by the agent inside a flowerpot.,Attraction Violation,1,1,A tiny spy camera was,concealing,0.8710113,Mamba,state-spaces/mamba-130m-hf
241,61,A tiny spy camera was concealed by the agent inside a flowerpot.,Passive Control,1,1,A tiny spy camera was,concealed,0.8438367,Mamba,state-spaces/mamba-130m-hf
242,61,The sneaky lawyer was concealing the truth.,Active Control,1,0,The sneaky lawyer was,concealing,0.80578494,Mamba,state-spaces/mamba-130m-hf
243,61,A faint light was concealing their identity.,No-Attraction Violation,0,1,A faint light was,concealing,0.77015316,Mamba,state-spaces/mamba-130m-hf
244,62,"The fresh, warm bread was slicing by the baker into halves.",Attraction Violation,1,1,"The fresh, warm bread was",slicing,0.65701866,Mamba,state-spaces/mamba-130m-hf
245,62,"The fresh, warm bread was sliced with love.",Passive Control,1,1,"The fresh, warm bread was",sliced,0.9099064,Mamba,state-spaces/mamba-130m-hf
246,62,The chef's assistants were slicing the mushrooms for a pie.,Active Control,1,0,The chef's assistants were,slicing,0.79354036,Mamba,state-spaces/mamba-130m-hf
247,62,Several important topics were slicing with love.,No-Attraction Violation,0,1,Several important topics were,slicing,0.7452517,Mamba,state-spaces/mamba-130m-hf
248,63,The tarnished silverware was polishing by the butler.,Attraction Violation,1,1,The tarnished silverware was,polishing,0.71452934,Mamba,state-spaces/mamba-130m-hf
249,63,The tarnished silverware was polished by the butler.,Passive Control,1,1,The tarnished silverware was,polished,0.9228213,Mamba,state-spaces/mamba-130m-hf
250,63,The thorough butler was polishing the doorknobs.,Active Control,1,0,The thorough butler was,polishing,0.7382486,Mamba,state-spaces/mamba-130m-hf
251,63,The winning lottery numbers had been polishing his shoes.,No-Attraction Violation,0,1,The winning lottery numbers had been,polishing,0.7383496,Mamba,state-spaces/mamba-130m-hf
252,64,Poisonous fumes had been inhaling the firefighters.,Attraction Violation,1,1,Poisonous fumes had been,inhaling,0.8028237,Mamba,state-spaces/mamba-130m-hf
253,64,Poisonous fumes had been inhaled by the firefighters.,Passive Control,1,1,Poisonous fumes had been,inhaled,0.9174642,Mamba,state-spaces/mamba-130m-hf
254,64,The firefighters had been inhaling the smoke.,Active Control,1,0,The firefighters had been,inhaling,0.80685097,Mamba,state-spaces/mamba-130m-hf
255,64,The man's signature was inhaling during the fire.,No-Attraction Violation,0,1,The man's signature was,inhaling,0.87404436,Mamba,state-spaces/mamba-130m-hf
256,65,A genetic mutation was discovering the scientists.,Attraction Violation,1,1,A genetic mutation was,discovering,0.8569161,Mamba,state-spaces/mamba-130m-hf
257,65,A genetic mutation was discovered suddenly.,Passive Control,1,1,A genetic mutation was,discovered,0.86337376,Mamba,state-spaces/mamba-130m-hf
258,65,The excited explorers were discovering ancient artifacts everywhere they looked.,Active Control,1,0,The excited explorers were,discovering,0.78326213,Mamba,state-spaces/mamba-130m-hf
259,65,The pizza had been discovering new methods for making dough.,No-Attraction Violation,0,1,The pizza had been,discovering,0.7619831,Mamba,state-spaces/mamba-130m-hf
260,66,The Queen's 80th birthday was celebrating expensively.,Attraction Violation,1,1,The Queen's 80th birthday was,celebrating,0.9327437,Mamba,state-spaces/mamba-130m-hf
261,66,The Queen's 80th birthday was celebrated by thousands of people in the streets.,Passive Control,1,1,The Queen's 80th birthday was,celebrated,0.879118,Mamba,state-spaces/mamba-130m-hf
262,66,Thousands of excited fans were celebrating the Superbowl victory in the streets.,Active Control,1,0,Thousands of excited fans were,celebrating,0.78227526,Mamba,state-spaces/mamba-130m-hf
263,66,The car door had been celebrating her promotion.,No-Attraction Violation,0,1,The car door had been,celebrating,0.7462042,Mamba,state-spaces/mamba-130m-hf
264,67,The diagram on the chalkboard had been erasing Mrs. Larson.,Attraction Violation,1,1,The diagram on the chalkboard had been,erasing,0.7592987,Mamba,state-spaces/mamba-130m-hf
265,67,The diagram on the chalkboard had been erased by Mrs. Larson.,Passive Control,1,1,The diagram on the chalkboard had been,erased,0.7604511,Mamba,state-spaces/mamba-130m-hf
266,67,Mrs. Larson had been erasing the chalkboard.,Active Control,1,0,Mrs. Larson had been,erasing,0.7980521,Mamba,state-spaces/mamba-130m-hf
267,67,Food for the homeless had been erasing over and over.,No-Attraction Violation,0,1,Food for the homeless had been,erasing,0.7606831,Mamba,state-spaces/mamba-130m-hf
268,68,The movie was directing Steven Spielberg.,Attraction Violation,1,1,The movie was,directing,0.8477014,Mamba,state-spaces/mamba-130m-hf
269,68,The movie was directed professionally.,Passive Control,1,1,The movie was,directed,0.8225677,Mamba,state-spaces/mamba-130m-hf
270,68,Steven Spielberg was directing another blockbuster.,Active Control,1,0,Steven Spielberg was,directing,0.84112364,Mamba,state-spaces/mamba-130m-hf
271,68,The victim's body had been directing the police.,No-Attraction Violation,0,1,The victim's body had been,directing,0.7441818,Mamba,state-spaces/mamba-130m-hf
272,69,Theresa's birthday gift had been wrapping yesterday.,Attraction Violation,1,1,Theresa's birthday gift had been,wrapping,0.7855471,Mamba,state-spaces/mamba-130m-hf
273,69,Theresa's birthday gift had been wrapped yesterday.,Passive Control,1,1,Theresa's birthday gift had been,wrapped,0.84508985,Mamba,state-spaces/mamba-130m-hf
274,69,Theresa's loving grandmother had been wrapping the presents.,Active Control,1,0,Theresa's loving grandmother had been,wrapping,0.76661885,Mamba,state-spaces/mamba-130m-hf
275,69,The embarrassing allegations had been wrapping yesterday.,No-Attraction Violation,0,1,The embarrassing allegations had been,wrapping,0.6999529,Mamba,state-spaces/mamba-130m-hf
276,70,The popular amusement park is visiting by millions of tourists eh year.,Attraction Violation,1,1,The popular amusement park is,visiting,0.86426985,Mamba,state-spaces/mamba-130m-hf
277,70,The popular amusement park is visited daily.,Passive Control,1,1,The popular amusement park is,visited,0.8535805,Mamba,state-spaces/mamba-130m-hf
278,70,The tourists had been visiting the amusement park in the morning.,Active Control,1,0,The tourists had been,visiting,0.7446467,Mamba,state-spaces/mamba-130m-hf
279,70,The man's beard had been visiting a friend in the hospital.,No-Attraction Violation,0,1,The man's beard had been,visiting,0.67132705,Mamba,state-spaces/mamba-130m-hf
280,71,Ten new trees had been planting on dry land.,Attraction Violation,1,1,Ten new trees had been,planting,0.7329726,Mamba,state-spaces/mamba-130m-hf
