,target,Condition,ContextCode,PlausibilityJudgement,Cloze,Sentence,context,semantic_association,implementation,model
169,flee,Rel,128,1.3,0.0,"When the little girl saw the big dog lumbering towards her, she began to flee","When the little girl saw the big dog lumbering towards her, she began to",0.17462541,SE,bigscience/sgpt-bloom-7b1-msmarco
170,stands,Rel,132,1.39,0.0344827586206896,"From her house a half mile away, Diana could still hear the loud cheers coming from the stands","From her house a half mile away, Diana could still hear the loud cheers coming from the",0.18396826,SE,bigscience/sgpt-bloom-7b1-msmarco
171,tsunami,Rel,133,1.3,0.0666666666666666,Five ships did not survive the tsunami,Five ships did not survive the,0.36663598,SE,bigscience/sgpt-bloom-7b1-msmarco
172,wreck,Rel,135,1.09,0.0357142857142857,The paramedics on the scene helped the passengers after the big car wreck,The paramedics on the scene helped the passengers after the big car,0.24257016,SE,bigscience/sgpt-bloom-7b1-msmarco
173,collision,Rel,136,1.22,0.0,The pilot spoke to an air traffic controller just before the collision,The pilot spoke to an air traffic controller just before the,0.29253435,SE,bigscience/sgpt-bloom-7b1-msmarco
174,dinner,Rel,140,1.71,0.0,The boy scouts started a long hike through the forest after having a big dinner,The boy scouts started a long hike through the forest after having a big,0.26132068,SE,bigscience/sgpt-bloom-7b1-msmarco
175,streets,Rel,143,1.18,0.0,"When traveling, Roger prefers to stick to major streets","When traveling, Roger prefers to stick to major",0.35698143,SE,bigscience/sgpt-bloom-7b1-msmarco
176,pin,Rel,147,1.24,0.0357142857142857,"While hemming a pair of pants, Bridget accidentally dropped her pin","While hemming a pair of pants, Bridget accidentally dropped her",0.0956703,SE,bigscience/sgpt-bloom-7b1-msmarco
177,cub,Rel,148,1.48,0.0,The rangers say that somewhere in the state park is a cub,The rangers say that somewhere in the state park is a,0.082331456,SE,bigscience/sgpt-bloom-7b1-msmarco
178,tension,Rel,153,1.41,0.0,The doctor told him his headaches were due to tension,The doctor told him his headaches were due to,0.08337048,SE,bigscience/sgpt-bloom-7b1-msmarco
179,arms,Rel,156,1.39,0.0,"The groups in the parade walked by slowly, each waving their arms","The groups in the parade walked by slowly, each waving their",0.21585637,SE,bigscience/sgpt-bloom-7b1-msmarco
180,remedy,Rel,158,1.78,0.0625,"The little girl was very sick, but unfortunately there was no remedy","The little girl was very sick, but unfortunately there was no",0.2411244,SE,bigscience/sgpt-bloom-7b1-msmarco
181,sight,Rel,161,1.5,0.0,"The meteor shower should have been spectacular, but the city lights blocked the sight","The meteor shower should have been spectacular, but the city lights blocked the",0.27328536,SE,bigscience/sgpt-bloom-7b1-msmarco
182,conclude,Rel,162,1.3,0.0,She was unsure how the book would conclude,She was unsure how the book would,0.19941421,SE,bigscience/sgpt-bloom-7b1-msmarco
183,solicitation,Rel,166,1.88,0.0,"He was desperate for a job, so finally took something doing door to door solicitation","He was desperate for a job, so finally took something doing door to door",0.289582,SE,bigscience/sgpt-bloom-7b1-msmarco
184,words,Rel,168,1.59,0.0,The young doctor wanted to work in the barrio so she set to work learning the Spanish translations of common medical words,The young doctor wanted to work in the barrio so she set to work learning the Spanish translations of common medical,0.090594456,SE,bigscience/sgpt-bloom-7b1-msmarco
185,older,Rel,169,1.72,0.0,"Even though she was blindfolded, Jessie could tell from their voices that one of the kidnapers was old and two were older","Even though she was blindfolded, Jessie could tell from their voices that one of the kidnapers was old and two were",0.15087043,SE,bigscience/sgpt-bloom-7b1-msmarco
186,service,Rel,172,1.03,0.03125,"In the window, they posted the hours they were open for service","In the window, they posted the hours they were open for",0.08506788,SE,bigscience/sgpt-bloom-7b1-msmarco
187,infectious,Rel,173,1.24,0.0,They sent the kids with measles home from school because they were infectious,They sent the kids with measles home from school because they were,0.2755878,SE,bigscience/sgpt-bloom-7b1-msmarco
188,river,Rel,174,1.32,0.0,"Outside, Cora could hear the running river","Outside, Cora could hear the running",0.18278663,SE,bigscience/sgpt-bloom-7b1-msmarco
189,stroll,Rel,177,1.3,0.1071428571428571,At night they often took a short stroll,At night they often took a short,0.3004845,SE,bigscience/sgpt-bloom-7b1-msmarco
190,printed,Rel,182,1.4,0.0,The wealthy author always points out that she wrote four novels before one was printed,The wealthy author always points out that she wrote four novels before one was,0.2814935,SE,bigscience/sgpt-bloom-7b1-msmarco
191,rat,Rel,185,1.85,0.0,The kitten waited patiently because behind the refrigerator was a rat,The kitten waited patiently because behind the refrigerator was a,0.2020119,SE,bigscience/sgpt-bloom-7b1-msmarco
192,chilly,Rel,187,1.21,0.0344827586206896,Norton hates getting up on winter mornings because it is always chilly,Norton hates getting up on winter mornings because it is always,0.37852505,SE,bigscience/sgpt-bloom-7b1-msmarco
193,dirt,Rel,190,1.11,0.0,The fertilizer enriched the dirt,The fertilizer enriched the,0.26657188,SE,bigscience/sgpt-bloom-7b1-msmarco
194,letter,Rel,193,1.03,0.0,The young girl passed her friend a letter,The young girl passed her friend a,0.17502317,SE,bigscience/sgpt-bloom-7b1-msmarco
195,correct,Rel,196,2.29,0.0,He tinkered with the engine every weekend until it was absolutely correct,He tinkered with the engine every weekend until it was absolutely,0.029285373,SE,bigscience/sgpt-bloom-7b1-msmarco
196,land,Rel,197,1.11,0.09375,"When Diane heard the shark warning, she swam as fast as she could for land","When Diane heard the shark warning, she swam as fast as she could for",0.055392023,SE,bigscience/sgpt-bloom-7b1-msmarco
197,cathedral,Rel,198,1.12,0.1034482758620689,Michael could hear the bells ringing in the tower of the cathedral,Michael could hear the bells ringing in the tower of the,0.21000254,SE,bigscience/sgpt-bloom-7b1-msmarco
198,filthy,Rel,200,1.29,0.03125,"When he got home from work on the construction site, his clothes were always filthy","When he got home from work on the construction site, his clothes were always",0.30341125,SE,bigscience/sgpt-bloom-7b1-msmarco
199,lamp,Rel,201,2.86,0.0,Kevin propped his head up with a pillow as he basked in the hot lamp,Kevin propped his head up with a pillow as he basked in the hot,0.11197649,SE,bigscience/sgpt-bloom-7b1-msmarco
200,cost,Rel,203,1.65,0.0,He bought it without even asking the cost,He bought it without even asking the,0.11495358,SE,bigscience/sgpt-bloom-7b1-msmarco
201,prepared,Rel,204,1.15,0.0,"Barry has considered proposing to his girlfriend, but he wants to wait until he is prepared","Barry has considered proposing to his girlfriend, but he wants to wait until he is",0.18969274,SE,bigscience/sgpt-bloom-7b1-msmarco
202,truck,Rel,205,1.0,0.0,John was disappointed to discover a scratch on his new truck,John was disappointed to discover a scratch on his new,0.23150386,SE,bigscience/sgpt-bloom-7b1-msmarco
203,mind,Rel,206,1.03,0.0,He was afraid that doing drugs would damage his mind,He was afraid that doing drugs would damage his,0.18367162,SE,bigscience/sgpt-bloom-7b1-msmarco
204,engaged,Rel,207,1.89,0.0,"They've been living together for a long time, but don't think they're actually engaged","They've been living together for a long time, but don't think they're actually",0.091827765,SE,bigscience/sgpt-bloom-7b1-msmarco
205,mischief,Rel,208,1.54,0.0625,Dennis the Menance was known for making mischief,Dennis the Menance was known for making,0.25809422,SE,bigscience/sgpt-bloom-7b1-msmarco
206,shelter,Rel,211,1.67,0.0,When the shooting started they ran for shelter,When the shooting started they ran for,0.14850864,SE,bigscience/sgpt-bloom-7b1-msmarco
207,genuine,Rel,212,1.76,0.0,The federal agents examined the hundred dollar bill with a microscope to see if it was genuine,The federal agents examined the hundred dollar bill with a microscope to see if it was,0.24974537,SE,bigscience/sgpt-bloom-7b1-msmarco
208,cook,Rel,213,1.26,0.1034482758620689,Eva turned down the heat and left the sauce on the stove to cook,Eva turned down the heat and left the sauce on the stove to,0.23451509,SE,bigscience/sgpt-bloom-7b1-msmarco
209,reflection,Rel,215,1.78,0.0,"Alone in the canyon, he was so spooked he was scared by his own reflection","Alone in the canyon, he was so spooked he was scared by his own",0.27434808,SE,bigscience/sgpt-bloom-7b1-msmarco
210,fib,Rel,220,1.61,0.0,Betsy could never tell a fib,Betsy could never tell a,0.3089089,SE,bigscience/sgpt-bloom-7b1-msmarco
211,bedroom,Rel,221,1.26,0.0,The bad boy was sent to his bedroom,The bad boy was sent to his,0.3314956,SE,bigscience/sgpt-bloom-7b1-msmarco
212,wounds,Rel,223,1.74,0.0689655172413793,"The Vietnam vet had received the Purple Heart, and when he took off his shirt you could see all of his wounds","The Vietnam vet had received the Purple Heart, and when he took off his shirt you could see all of his",0.3468298,SE,bigscience/sgpt-bloom-7b1-msmarco
213,terror,Rel,226,1.09,0.03125,"Trying to evade their captors, the escaped prisoners of war lived in constant terror","Trying to evade their captors, the escaped prisoners of war lived in constant",0.29146013,SE,bigscience/sgpt-bloom-7b1-msmarco
214,pointed,Rel,228,1.27,0.0344827586206896,The tip of the knife was pointed,The tip of the knife was,0.4116469,SE,bigscience/sgpt-bloom-7b1-msmarco
215,extend,Rel,230,1.09,0.0,The little girl pulled on the rubber band to see how far it would extend,The little girl pulled on the rubber band to see how far it would,0.05001445,SE,bigscience/sgpt-bloom-7b1-msmarco
216,invaders,Rel,232,1.33,0.0,The soldiers had special night vision goggles so they could see the invaders,The soldiers had special night vision goggles so they could see the,0.1911002,SE,bigscience/sgpt-bloom-7b1-msmarco
217,needy,Rel,233,1.47,0.0,George was born into a wealthy family and has no idea what it's like to be needy,George was born into a wealthy family and has no idea what it's like to be,0.32399195,SE,bigscience/sgpt-bloom-7b1-msmarco
218,cavern,Rel,237,1.5,0.1034482758620689,"Looking for bats, Karen descended into the depths of the cavern","Looking for bats, Karen descended into the depths of the",0.23820764,SE,bigscience/sgpt-bloom-7b1-msmarco
219,wires,Rel,239,1.39,0.0,We finally got a decent picture on the TV after an hour of adjusting the wires,We finally got a decent picture on the TV after an hour of adjusting the,0.24044508,SE,bigscience/sgpt-bloom-7b1-msmarco
220,supply,Rel,240,1.93,0.0,It took a week to get his car fixed because the parts were out of supply,It took a week to get his car fixed because the parts were out of,0.3000015,SE,bigscience/sgpt-bloom-7b1-msmarco
221,person,Rel,242,1.19,0.03125,The dispute was settled by a third person,The dispute was settled by a third,0.1528143,SE,bigscience/sgpt-bloom-7b1-msmarco
222,shortly,Rel,244,1.26,0.0666666666666666,Our guests should be arriving shortly,Our guests should be arriving,0.41479152,SE,bigscience/sgpt-bloom-7b1-msmarco
223,stove,Rel,245,1.89,0.0,The dough was put in the hot stove,The dough was put in the hot,0.29239717,SE,bigscience/sgpt-bloom-7b1-msmarco
224,brief,Rel,250,1.29,0.09375,Andrew was glad that the meeting was very brief,Andrew was glad that the meeting was very,0.20743188,SE,bigscience/sgpt-bloom-7b1-msmarco
225,van,Rel,252,1.84,0.0,"When they came to Florida, Arthur couldn't see the swamp from the back of the crowded tour van","When they came to Florida, Arthur couldn't see the swamp from the back of the crowded tour",0.21632914,SE,bigscience/sgpt-bloom-7b1-msmarco
226,land,Rel,254,1.53,0.0666666666666666,Most shark attacks occur very close to land,Most shark attacks occur very close to,0.1471501,SE,bigscience/sgpt-bloom-7b1-msmarco
227,bargain,Rel,255,1.47,0.0,He didn't have to spend much money on the car because he found an incredible bargain,He didn't have to spend much money on the car because he found an incredible,0.14776549,SE,bigscience/sgpt-bloom-7b1-msmarco
228,college,Rel,256,1.22,0.0,The wealthy child went to a private college,The wealthy child went to a private,0.18925521,SE,bigscience/sgpt-bloom-7b1-msmarco
229,lamp,Rel,260,1.37,0.0,"When you go to bed, turn off the lamp","When you go to bed, turn off the",0.112019554,SE,bigscience/sgpt-bloom-7b1-msmarco
230,chain,Rel,261,1.38,0.0,George must keep his pet on a chain,George must keep his pet on a,0.1532198,SE,bigscience/sgpt-bloom-7b1-msmarco
231,stacks,Rel,263,1.5,0.0344827586206896,"He didn't have time to file everything on his desk, so he organized it into two stacks","He didn't have time to file everything on his desk, so he organized it into two",0.15577492,SE,bigscience/sgpt-bloom-7b1-msmarco
232,talk,Rel,265,1.57,0.0357142857142857,The whole town came to hear their mayor talk,The whole town came to hear their mayor,0.20082152,SE,bigscience/sgpt-bloom-7b1-msmarco
233,limb,Rel,273,1.57,0.0,Josie found she could not bend the elbow of her broken limb,Josie found she could not bend the elbow of her broken,0.2771008,SE,bigscience/sgpt-bloom-7b1-msmarco
